,title,address,price,lat,long,Restaurants,Shopping,Vibrant,Cycling friendly,Car friendly,Historic,Quiet,Elementary Schools,High Schools,Parks,Nightlife,Groceries,Daycares,Pedestrian friendly,Cafes,Transit friendly,Greenery,rooms,bedrooms,bathroom,Condominium type,Net area,Year built,Parking (total),Population 2016 ,Population variation between 2011 2016 ,Population density ,Unemployment rate 2016 ,"Less than $50,000 (%)","Between $50,000 and $80,000 (%)","Between $80,000 and $100,000 (%)","Between $100,000 and $150,000 (%)","More than $150,000 (%)",1-person households (%),2-person households (%),3-person households (%),4-person households (%),5-person or more households (%),Couples without children at home (%),Couples with children at home (%),Single-parent families (%),Owners (%),Renters (%),Before 1960 (%),Between 1961 and 1980 (%),Between 1981 and 1990 (%),Between 1991 and 2000 (%),Between 2001 and 2010 (%),Between 2011 and 2016 (%),Single-family homes (%),Semi-detached or row houses (%),Buildings with less than 5 floors (%),Buildings with 5 or more floors (%),Mobile homes (%),University (%),College (%),Secondary (high) school (%),Apprentice or trade school diploma (%),No diploma (%),Non-immigrant population (%),Immigrant population (%),French (%),English (%),Others languages (%),bathrooms,Pool,Additional features,walk_score,bedroom,Gross area,powder room,Building style,Lot area,Fireplace/Stove,in basement,Use of property,Number of units,Residential units,Main unit,Potential gross revenue,powder rooms,Intergenerational,Building area (at ground level),room,Available area,Residential unit,bedrooms in basement,Zoning,Parking (excluded from the price),bedroom in basement,< 15 years (%),15 to 24 years (%),25 to 44 years (%),45 to 64 years (%),> 65 years (%)
1385,Condo for sale,"1225, Rue Notre-Dame Ouest, apt. 221, Montréal (Ville-Marie), Neighbourhood Central","$309,000",45.4937715600,-73.5643898000,10,10,10,9,5,6,5,9,5,10,10,10,10,10,10,10,3,3,,1,Divided,527 sqft,2005,,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,,,Elevator,87,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1386,Condo for sale,"8855, boulevard Perras, apt. 101, Montréal (Rivière-des-Prairies/Pointe-aux-Trembles), Neighbourhood Rivière-des-Prairies","$180,000",45.6470679200,-73.5821081800,4,4,2,5,9,0,4,7,9,7,3,9,6,5,6,6,6,7,2,1,Divided,973 sqft,1986,"Driveway (1), Garage (1)",106743,0,2515,7,38,25,12,17,8,28,32,17,15,8,34,43,23,64,36,13,28,31,14,11,3,26,24,47,3,0,16,17,25,18,24,76,24,71.0,16.0,13.0,,,,37,,,,,,Wood fireplace,,,,,,,,,,,,,,,,,,,,,
1387,Duplex for sale,"1453 - 1455, Rue Barré, Montréal (Saint-Laurent), Neighbourhood Others","$489,000",45.5234270000,-73.6814860000,6,8,3,6,7,0,8,10,8,7,2,7,10,7,4,8,6,,,,,,1950,Garage (1),98828,5,2299,10,42,24,10,13,12,28,27,17,17,11,29,53,18,49,51,27,31,12,9,16,6,11,15,45,30,0,39,16,21,7,17,45,55,37.0,25.0,38.0,,,Basement 6 feet or +,48,,,,Detached,"4,241 sqft",,,Residential only,Residential (2),"1 x 4 ½, 1 x 6 ½","4 rooms, 2 bedrooms, 1 bathroom","$22,800",,,,,,,,,,,,,,,
1388,Duplex for sale,"1453 - 1455, Rue Barré, Montréal (Saint-Laurent), Neighbourhood Others","$489,000",45.5234270000,-73.6814860000,6,8,3,6,7,0,8,10,8,7,2,7,10,7,4,8,6,,,,,,1950,Garage (1),98828,5,2299,10,42,24,10,13,12,28,27,17,17,11,29,53,18,49,51,27,31,12,9,16,6,11,15,45,30,0,39,16,21,7,17,45,55,37.0,25.0,38.0,,,Basement 6 feet or +,48,,,,Detached,"4,241 sqft",,,Residential only,Residential (2),"1 x 4 ½, 1 x 6 ½","4 rooms, 2 bedrooms, 1 bathroom","$22,800",,,,,,,,,,,,,,,
1389,Condo for sale,"4400, boulevard Champlain, apt. 504, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Verdun","$369,000",45.4602230000,-73.5784950000,8,8,5,9,6,5,8,10,6,9,4,10,6,10,5,8,7,3,,1,Divided,"1,107 sqft",1955,Driveway (1),69229,5,7181,8,45,22,9,12,11,42,34,13,8,3,46,36,18,37,63,46,21,13,8,9,4,3,7,69,21,0,43,16,18,9,14,75,25,64.0,22.0,14.0,,Indoor,Elevator,72,1,,,,,Wood fireplace,,,,,,,,,,,,,,,,,,,,,
1390,Condo for sale,"185, Rue du Séminaire, apt. 1106, Montréal (Le Sud-Ouest), Neighbourhood Griffintown","$350,000",45.4909150000,-73.5607790000,10,10,9,9,5,6,7,7,4,10,9,10,8,10,10,9,5,5,,1,Divided,572 sqft,2013,Garage (1),80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,,,Elevator,70,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1391,Condo for sale,"16689, boulevard de Pierrefonds, apt. 102, Montréal (Pierrefonds-Roxboro), Neighbourhood Pierrefonds/Central West","$205,000",45.4717880000,-73.8735180000,4,3,2,5,8,4,9,8,0,6,3,4,8,4,3,4,6,5,2,1,Divided,844 sqft,2006,Driveway (1),69297,1,2547,8,33,24,12,19,13,24,28,18,19,11,30,53,17,70,30,16,39,18,11,13,3,51,13,31,5,0,32,20,25,9,15,59,41,30.0,45.0,25.0,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392,Condo for sale,"16699, boulevard de Pierrefonds, apt. 101, Montréal (Pierrefonds-Roxboro), Neighbourhood Pierrefonds/Central West","$205,000",45.4716350000,-73.8735790000,4,3,2,5,8,4,9,8,0,6,3,4,8,4,3,4,6,6,2,1,Divided,957 sqft,2006,Driveway (1),69297,1,2547,8,33,24,12,19,13,24,28,18,19,11,30,53,17,70,30,16,39,18,11,13,3,51,13,31,5,0,32,20,25,9,15,59,41,30.0,45.0,25.0,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393,Condo for sale,"1310, boulevard René-Lévesque Ouest, apt. 1101, Montréal (Ville-Marie), Neighbourhood Golden Square Mile","$859,000",45.4966280000,-73.5724020000,10,10,10,4,6,7,0,6,8,10,10,10,8,10,10,10,5,6,2,,Divided,988 sqft,2018,Garage (1),87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,2,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,
1394,Condominium house for sale,"63, Rue Beaudoin, Montréal (Le Sud-Ouest), Neighbourhood Saint-Henri/Petite Bourgogne","$1,150,000",45.4728827600,-73.5825127100,10,10,5,10,6,6,8,8,6,10,6,9,4,10,7,9,5,10,3,1,Divided,,2002,Garage (1),80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,,,Basement 6 feet or +,75,,,1,Attached,,,(1,,,,,,,,,,,,,,,,,,,,
1395,Condo for sale,"4455, Rue Fabre, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal","$369,000",45.5313110000,-73.5750130000,10,10,10,10,3,7,8,9,9,10,10,10,8,10,10,9,8,5,2,1,Divided,783 sqft,1926,,104000,4,12855,8,52,20,8,11,8,52,30,10,6,2,52,32,16,28,72,57,23,7,5,5,2,1,2,82,16,0,57,14,16,5,8,73,27,67.0,23.0,10.0,,,,93,,,,,,Wood fireplace,,,,,,,,,,,,,,,,,,,,,
1396,Triplex for sale,"2223 - 2225A, Avenue du Mont-Royal Est, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal","$799,000",45.5367340000,-73.5712360000,10,10,10,10,4,7,3,9,9,10,10,10,10,10,9,9,4,,,,,,1922,Driveway (2),104000,4,12855,8,52,20,8,11,8,52,30,10,6,2,52,32,16,28,72,57,23,7,5,5,2,1,2,82,16,0,57,14,16,5,8,73,27,67.0,23.0,10.0,,,Basement 6 feet or +,91,,,,Attached,"1,950 sqft",,,Residential and commercial,"Residential (2), Commercial (1)",2 x 4 ½,"4 rooms, 2 bedrooms, 1 bathroom","$54,540",,,,,900 sqft,,,,,,,,,,
1397,Condo for sale,"5595, Rue De Lanaudière, apt. 319, Montréal (Rosemont/La Petite-Patrie), Neighbourhood La Petite-Patrie","$388,570",45.5372749400,-73.5901458500,10,10,9,10,5,5,6,8,8,10,9,9,8,10,9,9,6,3,2,1,Divided,,"Under construction, New",,139590,4,8741,8,52,22,9,11,7,49,29,11,8,3,43,36,21,30,70,52,24,9,5,5,4,2,3,89,6,0,41,17,17,10,15,77,23,83.0,6.0,11.0,,,,71,,793 sqft,,,,,,,,,,,,,,,,,,,,,,,,,
1398,Condo for sale,"5445, Rue de Meudon, apt. 909, Montréal (Saint-Léonard)","$269,000",45.5819210000,-73.5844060000,8,8,5,4,9,0,4,9,5,9,4,9,5,10,6,8,6,3,,1,Divided,668 sqft,2013,Garage (1),78305,3,5813,11,48,27,9,10,5,30,29,16,15,9,30,49,21,35,65,14,64,8,5,6,2,6,3,83,8,0,22,16,23,14,26,51,49,44.0,22.0,34.0,,,,68,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1399,Condo for sale,"1081, Rue Saint-Urbain, apt. 204, Montréal (Ville-Marie), Neighbourhood Central","$449,000",45.5075940000,-73.5616110000,10,10,10,7,4,7,3,4,6,10,10,10,8,10,10,10,4,5,2,1,Divided,827 sqft,1985,Garage (1),87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,,,Elevator,97,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,House for sale,"5, Rue Bélair, Montréal (L'Île-Bizard/Sainte-Geneviève), Neighbourhood L'Île-Bizard","$675,000",45.4996350000,-73.9183640000,1,1,0,3,9,0,9,0,0,7,0,3,1,1,0,1,9,18,5,,,,1987,"Driveway (8), Garage (2)",18413,2,778,7,30,19,10,20,21,25,31,18,18,9,34,50,16,74,26,13,30,27,15,11,4,61,8,27,2,2,33,21,22,11,13,75,25,53.0,35.0,12.0,2,,"Access to a lake, Basement 6 feet or +",,,,1,"Split-level, Detached","20,000 sqft",Wood fireplace,(1,,,,,,,,,,,,,,,,,,,,
1401,House for sale,"4400, Rue Sir-George-Simpson, Montréal (Lachine), Neighbourhood West","$729,000",45.4477250000,-73.7059150000,4,4,2,2,10,0,0,4,4,7,2,3,1,2,2,7,4,12,6,,,,1988,Garage (1),44489,7,2498,9,48,22,10,12,9,40,29,14,11,5,35,41,24,43,57,44,27,9,7,7,6,15,10,70,6,0,27,16,23,13,21,77,23,59.0,30.0,11.0,3,,,17,,,1,"Two or more storey, Semi-detached",,Wood stove,(1,,,,,,,"4 rooms, 1 bedroom in basement, 1 bathroom",,,,,,,,,,,,,
1402,Condo for sale,"7317, Avenue Victoria, apt. 306, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Côte-des-Neiges","$569,000",45.4996720000,-73.6485570000,8,9,4,4,9,1,6,9,8,9,3,9,8,9,5,9,5,4,2,,Divided,"1,231 sqft",2013,Garage (1),166011,1,7718,11,54,21,8,9,9,40,29,15,11,6,33,45,22,27,73,51,30,8,5,4,3,3,6,69,22,0,47,16,19,6,12,50,50,33.0,39.0,28.0,2,Indoor,Elevator,70,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403,Condo for sale,"4830, Rue Hochelaga, apt. 6, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Hochelaga-Maisonneuve","$399,700",45.5603180000,-73.5428480000,7,7,5,10,10,4,4,7,7,10,4,9,9,9,5,9,6,9,3,1,Divided,"1,124 sqft",2001,Garage (1),136024,3,5347,9,52,24,9,11,5,45,32,12,8,4,42,35,23,34,66,43,31,10,5,7,4,5,5,86,4,0,29,17,21,14,20,79,21,85.0,5.0,10.0,,,,51,,,,,,"Fireplace - Other, Wood fireplace",,,,,,,,,,,,,,,,,,,,,
1404,Condo for sale,"3145, Avenue Linton, apt. 10, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Côte-des-Neiges","$209,999",45.5046475000,-73.6277960500,9,9,5,6,6,3,8,9,9,10,4,9,9,10,7,9,7,8,2,1,Divided,680 sqft,1949,,166011,1,7718,11,54,21,8,9,9,40,29,15,11,6,33,45,22,27,73,51,30,8,5,4,3,3,6,69,22,0,47,16,19,6,12,50,50,33.0,39.0,28.0,,,Basement 6 feet or +,76,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405,House for sale,"12548, Rue Buffon, Montréal (Rivière-des-Prairies/Pointe-aux-Trembles), Neighbourhood Rivière-des-Prairies","$329,000",45.6688410000,-73.5522310000,4,3,1,4,9,2,9,9,6,8,0,4,6,3,1,4,5,8,2,1,,,2006,"Driveway (1), Garage (1)",106743,0,2515,7,38,25,12,17,8,28,32,17,15,8,34,43,23,64,36,13,28,31,14,11,3,26,24,47,3,0,16,17,25,18,24,76,24,71.0,16.0,13.0,,,Basement 6 feet or +,,,,1,"Two or more storey, Semi-detached","3,280 sqft",,,,,,,,,,,,,,,,,,,,,,
1406,House for sale,"12276, Avenue Gilbert-Barbier, Montréal (Rivière-des-Prairies/Pointe-aux-Trembles), Neighbourhood Rivière-des-Prairies","$619,000",45.6295390000,-73.6033030000,4,5,3,5,8,0,9,10,1,7,3,7,9,6,5,5,3,11,4,,,,2002,"Carport (2), Garage (1)",106743,0,2515,7,38,25,12,17,8,28,32,17,15,8,34,43,23,64,36,13,28,31,14,11,3,26,24,47,3,0,16,17,25,18,24,76,24,71.0,16.0,13.0,2,,Basement 6 feet or +,42,,,1,"Two or more storey, Detached","4,772 sqft",Wood fireplace,(1,,,,,,,,,,,,,,,,,,,,
1407,Condo for sale,"460, Rue Saint-Jean, apt. 306, Montréal (Ville-Marie), Neighbourhood Old Montréal","$498,000",45.5023506900,-73.5574557500,10,10,10,7,5,10,6,8,3,10,10,10,6,10,10,10,3,5,2,1,Divided,848 sqft,"Unknown age, Historic",,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,,,Elevator,89,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1408,Condo for sale,"460, Rue Saint-Jean, apt. 306, Montréal (Ville-Marie), Neighbourhood Old Montréal","$498,000",45.5023506900,-73.5574557500,10,10,10,7,5,10,6,8,3,10,10,10,6,10,10,10,3,5,2,1,Divided,848 sqft,"Unknown age, Historic",,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,,,Elevator,89,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1409,Condo for sale,"200, Avenue des Sommets, apt. 1007, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs","$489,900",45.4500530000,-73.5481800000,3,3,1,7,9,0,9,8,0,9,0,2,5,3,1,5,6,8,,1,Divided,882 sqft,2004,Garage (1),69229,5,7181,8,45,22,9,12,11,42,34,13,8,3,46,36,18,37,63,46,21,13,8,9,4,3,7,69,21,0,43,16,18,9,14,75,25,64.0,22.0,14.0,,"Heated, Inground",,14,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
1410,Condo for sale,"2470, Rue Logan, Montréal (Ville-Marie), Neighbourhood Central","$309,000",45.5303430000,-73.5490080000,10,9,8,10,7,7,5,10,7,10,8,9,8,10,8,9,6,8,2,1,Divided,"1,095 sqft",2003,,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411,House for sale,"732, Avenue Champagneur, Montréal (Outremont)","$1,299,000",45.5210271000,-73.6116283400,10,10,9,8,3,6,5,10,9,10,7,10,9,10,9,9,8,13,4,1,,,"1901, Century","Driveway (2), Garage (1)",23954,2,6254,6,29,19,9,15,27,33,30,14,13,10,34,50,16,54,46,73,16,4,4,2,1,8,14,59,19,0,59,14,15,3,10,74,26,61.0,19.0,20.0,,,,82,,,1,"Two or more storey, Attached","4,744 sqft",,,,,,,,,,,,,,,,,,,,,,
1412,Condo for sale,"7251, Avenue de l'Alsace, apt. 202, Montréal (Anjou)","$199,900",45.6058870000,-73.5815230000,6,7,3,4,8,0,9,5,6,7,3,9,4,7,5,6,4,7,,1,Divided,726 sqft,1984,Garage (1),42796,2,3103,10,45,26,10,12,7,38,31,13,12,7,38,41,21,44,56,15,49,16,10,10,1,8,9,65,18,0,25,17,23,14,20,66,34,76.0,8.0,16.0,,,,52,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1413,Condo for sale,"100, Rue André-Prévost, apt. 806, Montréal (Verdun/Île-des-Soeurs), Neighbourhood Île-des-Soeurs","$745,000",45.4491827700,-73.5600715800,2,3,1,6,10,0,10,4,0,6,0,1,1,3,1,2,4,5,2,,Divided,"1,105 sqft",2013,Garage (2),69229,5,7181,8,45,22,9,12,11,42,34,13,8,3,46,36,18,37,63,46,21,13,8,9,4,3,7,69,21,0,43,16,18,9,14,75,25,64.0,22.0,14.0,2,"Heated, Inground, Indoor","Located on a fleuve (river), Navigable body of water, Adapted for reduced mobility, Elevator",11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414,House for sale,"31, Rue de l'Île-Barwick, Montréal (Pierrefonds-Roxboro), Neighbourhood Pierrefonds/Central East","$1,189,000",45.5067977000,-73.8571015300,4,3,1,4,8,0,10,4,7,6,2,3,2,3,1,2,7,17,6,,,,1977,"Driveway (4), Garage (2)",69297,1,2547,8,33,24,12,19,13,24,28,18,19,11,30,53,17,70,30,16,39,18,11,13,3,51,13,31,5,0,32,20,25,9,15,59,41,30.0,45.0,25.0,5,"Heated, Inground","Located on a river, Access to a canal, Basement 6 feet or +",10,,,1,"Two or more storey, Detached","9,667 sqft",Wood fireplace,(1,,,,,,,,,,,,,,,,,,,,
1415,Condo for sale,"460, 19e Avenue, apt. 412, Montréal (Lachine), Neighbourhood East","$470,000",45.4372496400,-73.6810783700,5,5,3,7,7,5,8,9,8,9,4,9,6,7,5,5,7,6,3,1,Divided,"1,040 sqft",2012,Garage (1),44489,7,2498,9,48,22,10,12,9,40,29,14,11,5,35,41,24,43,57,44,27,9,7,7,6,15,10,70,6,0,27,16,23,13,21,77,23,59.0,30.0,11.0,,,Elevator,62,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416,House for sale,"2334, Rue Magnan, Montréal (Ville-Marie), Neighbourhood Central","$625,000",45.5300330000,-73.5526300000,10,10,9,10,5,7,7,10,9,10,8,10,9,10,8,9,5,6,2,,,,1900,,87168,6,6414,10,58,18,7,8,9,55,31,9,4,2,57,26,17,27,73,33,28,11,8,13,8,1,2,48,49,0,52,15,18,6,9,63,37,54.0,26.0,20.0,2,Above-ground,,83,,,,"Two or more storey, Attached","1,536 sqft",,,,,,,,,,,,,,,,,,,,,,
1417,Condo for sale,"5634, Rue De La Roche, apt. 4, Montréal (Rosemont/La Petite-Patrie), Neighbourhood La Petite-Patrie","$374,900",45.5348070000,-73.5930070000,10,10,9,10,3,6,3,10,9,10,9,10,10,10,9,9,6,6,2,1,Divided,703 sqft,2013,Driveway (1),139590,4,8741,8,52,22,9,11,7,49,29,11,8,3,43,36,21,30,70,52,24,9,5,5,4,2,3,89,6,0,41,17,17,10,15,77,23,83.0,6.0,11.0,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,Condo for sale,"100, Rue du Séminaire, apt. 602, Montréal (Le Sud-Ouest), Neighbourhood Griffintown","$1,280,000",45.4895036800,-73.5597666900,10,10,8,9,6,5,8,7,3,10,8,10,6,10,9,9,6,4,2,,Divided,"1,292 sqft",2018,Garage (1),80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,2,"Heated, Inground, Indoor","Located on a canal, Elevator",66,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419,Condo for sale,"5972, Avenue de l'Esplanade, Montréal (Le Plateau-Mont-Royal), Neighbourhood Mile-End","$499,000",45.5258110000,-73.6066920000,10,10,9,10,3,6,3,10,8,10,8,9,8,10,10,9,8,6,2,1,Divided,813 sqft,"1910, Century",,104000,4,12855,8,52,20,8,11,8,52,30,10,6,2,52,32,16,28,72,57,23,7,5,5,2,1,2,82,16,0,57,14,16,5,8,73,27,67.0,23.0,10.0,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,Condo for sale,"1010, Rue William, apt. 621, Montréal (Le Sud-Ouest), Neighbourhood Griffintown","$385,000",45.4953470000,-73.5598570000,10,10,10,9,4,6,4,10,3,9,9,10,8,10,10,10,4,5,,1,Divided,559 sqft,2012,,80153,9,5070,8,50,22,9,11,7,46,32,11,7,4,44,32,24,35,65,43,18,11,5,10,13,2,7,71,20,0,38,16,19,9,18,74,26,59.0,26.0,15.0,,"Heated, Inground",Access to a canal,84,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,House for sale,"4897, Rue Oka, Montréal (Pierrefonds-Roxboro), Neighbourhood Pierrefonds/West","$519,900",45.4613850000,-73.8927240000,3,2,1,5,9,2,9,5,1,7,3,1,4,3,1,5,5,10,4,,,,1982,"Driveway (2), Garage (1)",69297,1,2547,8,33,24,12,19,13,24,28,18,19,11,30,53,17,70,30,16,39,18,11,13,3,51,13,31,5,0,32,20,25,9,15,59,41,30.0,45.0,25.0,2,,Basement 6 feet or +,12,,,1,"Two or more storey, Detached","5,300 sqft",,(1,,,,,,,,,,,,,,,,,,,,
1422,Duplex for sale,"6520 - 6522, Avenue Baldwin, Montréal (Anjou)","$299,000",45.6091574200,-73.5458863100,6,7,4,8,7,1,4,9,5,7,2,8,10,7,6,7,6,,,,,,1954,Driveway (2),42796,2,3103,10,45,26,10,12,7,38,31,13,12,7,38,41,21,44,56,15,49,16,10,10,1,8,9,65,18,0,25,17,23,14,20,66,34,76.0,8.0,16.0,,,,40,,,,Semi-detached,,,,Residential only,Residential (2),2 x 3 ½,"3 rooms, 1 bedroom, 1 bathroom","$13,980",,,,,,,,,,,,,,,
1423,Condo for sale,"4368, Rue Marquette, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal","$695,000",45.5313453300,-73.5736119300,10,10,10,10,3,7,7,9,9,10,10,10,9,10,10,9,8,8,4,,Undivided,"1,208 sqft",1910,,104000,4,12855,8,52,20,8,11,8,52,30,10,6,2,52,32,16,28,72,57,23,7,5,5,2,1,2,82,16,0,57,14,16,5,8,73,27,67.0,23.0,10.0,2,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,Condo for sale,"6455, boulevard De Maisonneuve Ouest, apt. 2, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Notre-Dame-de-Grâce","$288,000",45.4628191700,-73.6249758300,7,8,5,5,6,4,6,9,9,8,4,10,8,9,5,8,8,7,2,1,Divided,854 sqft,2000,Driveway (1),166011,1,7718,11,54,21,8,9,9,40,29,15,11,6,33,45,22,27,73,51,30,8,5,4,3,3,6,69,22,0,47,16,19,6,12,50,50,33.0,39.0,28.0,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425,Duplex for sale,"5340 - 5342, Avenue De Repentigny, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Mercier","$789,000",45.5819414100,-73.5488563500,7,8,4,7,7,0,9,10,9,8,4,8,5,8,5,8,9,,,,,,1960,"Driveway (1), Garage (1)",136024,3,5347,9,52,24,9,11,5,45,32,12,8,4,42,35,23,34,66,43,31,10,5,7,4,5,5,86,4,0,29,17,21,14,20,79,21,85.0,5.0,10.0,,,Basement 6 feet or +,70,,,,Semi-detached,"3,000 sqft",,,Residential only,Residential (2),2 x 5 ½,"5 rooms, 2 bedrooms, 1 bathroom","$36,000",,,,,,,,,,,,,,,
1426,Condo for sale,"3964, Rue Claude-Mouton, Montréal (Rosemont/La Petite-Patrie), Neighbourhood Rosemont North","$495,000",45.5607030000,-73.5780550000,8,9,5,7,6,4,8,9,8,9,5,9,8,10,6,8,5,11,3,1,Divided,"1,220 sqft",1997,,139590,4,8741,8,52,22,9,11,7,49,29,11,8,3,43,36,21,30,70,52,24,9,5,5,4,2,3,89,6,0,41,17,17,10,15,77,23,83.0,6.0,11.0,,,,63,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1427,Condo for sale,"2522, Rue Lacordaire, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Mercier","$374,800",45.5710803000,-73.5377059200,6,7,4,6,7,4,4,10,9,10,4,5,10,7,4,7,7,5,2,,Divided,"1,128 sqft",2015,Driveway (1),136024,3,5347,9,52,24,9,11,5,45,32,12,8,4,42,35,23,34,66,43,31,10,5,7,4,5,5,86,4,0,29,17,21,14,20,79,21,85.0,5.0,10.0,2,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,Condo for sale,"2522, Rue Lacordaire, Montréal (Mercier/Hochelaga-Maisonneuve), Neighbourhood Mercier","$374,800",45.5710803000,-73.5377059200,6,7,4,6,7,4,4,10,9,10,4,5,10,7,4,7,7,5,2,,Divided,"1,128 sqft",2015,Driveway (1),136024,3,5347,9,52,24,9,11,5,45,32,12,8,4,42,35,23,34,66,43,31,10,5,7,4,5,5,86,4,0,29,17,21,14,20,79,21,85.0,5.0,10.0,2,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429,Condo for sale,"3940, Rue de Mentana, Montréal (Le Plateau-Mont-Royal), Neighbourhood Le Plateau-Mont-Royal","$565,000",45.5230750000,-73.5717730000,10,10,10,10,3,7,8,9,9,10,10,10,10,10,10,9,8,5,2,1,Divided,"1,096 sqft",1915,,104000,4,12855,8,52,20,8,11,8,52,30,10,6,2,52,32,16,28,72,57,23,7,5,5,2,1,2,82,16,0,57,14,16,5,8,73,27,67.0,23.0,10.0,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,
1430,Duplex for sale,"5855 - 5857, boulevard Décarie, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Neighbourhood Côte-des-Neiges","$539,000",45.4887200000,-73.6395710000,8,9,5,3,7,3,0,9,9,9,4,10,9,7,6,9,5,,,,,,1940,,166011,1,7718,11,54,21,8,9,9,40,29,15,11,6,33,45,22,27,73,51,30,8,5,4,3,3,6,69,22,0,47,16,19,6,12,50,50,33.0,39.0,28.0,,,,77,,,,Attached,,,,Residential only,Residential (2),"1 x 1 ½, 1 x 5 ½",1 room,"$22,100",,,,,,,,,,,,,,,
1431,Triplex for sale,"524 - 520, 40e Avenue, Montréal (LaSalle)","$925,000",45.4168934800,-73.6154003800,5,5,3,7,7,2,9,8,2,10,2,5,9,5,2,4,6,,,,,,1961,"Driveway (1), Garage (2)",76853,3,4675,10,48,25,10,11,6,36,30,15,12,6,34,43,23,40,60,25,50,10,7,4,3,4,8,85,4,0,25,17,26,12,20,63,37,42.0,36.0,22.0,,,Basement 6 feet or +,35,,,,Semi-detached,"3,580 sqft",Wood stove,,Residential only,Residential (3),"1 x 3 ½, 1 x 4 ½, 1 x 9 ½","9 rooms, 5 bedrooms, 2 bathrooms","$42,000",,,,,,,,,,,,,,,
